id_1	title_1	id_2	title_2	judgement
temp_1061	י. (יהושע עלקין) אַלקאָן	yt/lex/A/alkan-yehoshua.htm	Yehoshua Alkan	True
temp_1001	שמואל אַלמאַן	yt/lex/A/alman-shmuel.htm	Shmuel Alman	True
temp_1011	א. (אליהו חיים שעפּס) אלמי	yt/lex/A/almi-a.htm	A. Almi	True
temp_1051	איסאַק אַלפּעראָוויטש	moyt/lex/A/alperovitsh-isak-V5.htm	Isak Alperovitsh	True
temp_951	בּאָריס אַלטמאַן	yt/lex/A/altman-boris.htm	Boris Altman	True
temp_961	מאָריס אַלטמאַן	yt/lex/A/altman-morris.htm	Morris Altman	True
temp_971	משה אַלטמאן	moyt/lex/A/altman-moshe-V5.htm	Moshe Altman	True
temp_991	לייבּ אַלטשולער	yt/lex/A/altshuler-leyb.htm	Leyb Altshuler	True
temp_1111	אַלעקס (אַלעקסאַנדער) אַמאַסיאַ	yt/lex/A/amasia-alex.htm	Alex Amasia	True
temp_1121	הערש אַמאַסיאַ	yt/lex/A/amasia-hersh.htm	Hersh Amasia	True
temp_1101	פּעטער (פּסח גאָלדבּערג) אַמאַטין	yt/lex/A/amatin-peter.htm	Peter Amatin	True
temp_1131	גאָלדע (געניאַ שניידער) אַמזעל	yt/lex/A/amzel-golde.htm	Golde Amzel	True
temp_1151	אניעלא (חנה קאמפּאַנעיעץ-פּאָליאַקאָוו)	yt/lex/A/aniela.htm	Aniela	True
temp_1161	ז. י. (זלמן יצחק אַראָנסאָן) אנכי	yt/lex/A/ankhi-z-i.htm	Z.I. Ankhi	True
temp_1171	ש. (שלמה-זאַנוול ראַפּאָפּאָרט) אַנ-סקי	yt/lex/A/an-ski-s.htm	S. An-ski	True
temp_1271	דוד אַפּאָטהעקער	yt/lex/A/apotheker-david.htm	David Apotheker	True
temp_1301	אַננאַ (בּערקאָוויטש) אַפּעל	yt/lex/A/appel-anna.htm	Anna Appel	True
temp_1291	איזידאָר (יאַפּקאָ) אַפּעל	yt/lex/A/appel-isadore.htm	Isadore Appel	True
temp_1311	מאָריס (אַפּעלאויג) אַפּעל	yt/lex/A/appel-morris.htm	Morris Appel	True
temp_1321	מישאַ אַפּעלבּוים	yt/lex/A/appelbaum-misha.htm	Misha Appelbaum	True
temp_1281	סאָפיא (שרה פריינד) אַפּטייקער	yt/lex/A/apteiker-sofia.htm	Sofia Apteiker	True
temp_1561	פריצי אַרקאָ	yt/lex/A/arco-fritzi.htm	Fritzi Arco	True
temp_1531	איסאַק אַרקאָ	yt/lex/A/arco-isaac.htm	Isaac Arco	True
temp_1541	יצחק ארקא	yt/lex/A/arco-itzhak.htm	Itzhak Arco	True
temp_1551	מאַניע (פישזאָן) אַרקאָ	yt/lex/A/arco-manya.htm	Manya Arco	True
temp_1501	מרים (מאַניע מאָרגוליס) אַרנאָן	yt/lex/A/arnon-miriam.htm	Miriam Arnon	True
temp_1511	ראָזע ארנשטיין	yt/lex/A/arnstein-rose.htm	Rose Arnstein	True
temp_1441	יודעס אַראָנטשיק	yt/lex/A/aronchik-yudes.htm	Yudes Aronchik	True
temp_1461	פייוול אַראָנעס	yt/lex/A/arones-feivl.htm	Feivl Arones	True
temp_1431	הערמאַן אַראָנאָוויטש	yt/lex/A/aronovitsh-herman.htm	Herman Aronovitsh	True
temp_1451	בּרוך אַראָנסאָן	yt/lex/A/aronson-borukh.htm	Borukh Aronson	True
temp_1591	שלום אַש	yt/lex/A/asch-sholem.htm	Sholem Asch	True
temp_1611	איזידאָר (אייזיק) אשכנזי	yt/lex/A/aschkenazy-izidor.htm	Izidor Aschkenazy	True
temp_1581	חיהלע אַש	yt/lex/A/ash-khayele.htm	Khayele Ash	True
temp_1621	מירע אשכנזי	yt/lex/A/ashkenazy-mira.htm	Mira Ashkenazy	True
temp_1631	צילע (פעפער) אשכנזי	yt/lex/A/ashkenazy-tsile.htm	Tsile Ashkenazy	True
temp_1191	בּרוך אַס	moyt/lex/A/ass-boruch-V5.htm	Boruch Ass	True
temp_1211	כ. אָסטראָווסקי	moyt/lex/A/astrovsky-kh-V5.htm	Kh. Astrovsky	True
temp_601	דזשעני אַטלאַס	yt/lex/A/atlas-jennie.htm	Jennie Atlas	True
temp_481	בּאָריס (בן-ציון) אויערבּאַך	yt/lex/A/auerbach-boris.htm	Boris Auerbach	True
temp_471	אפרים אויערבּאַך	yt/lex/A/auerbach-ephraim.htm	Ephraim Auerbach	True
temp_491	יצחק אויערבּאַך	yt/lex/A/auerbach-isaac.htm	Isaac Auerbach	True
temp_501	ס. אויערבּאַך	yt/lex/A/auerbach-s.htm	S. Auerbach	True
temp_511	סעם אויערבּאַך	yt/lex/A/auerbach-sam.htm	Sam Auerbach	True
temp_441	עני (חנה סויבּער) אויגענבּליק	yt/lex/A/augenblick-annie.htm	Annie Augenblick	True
temp_451	פיליפּ אויגענבּליק	yt/lex/A/augenblik-philip.htm	Philip Augenblik	True
temp_461	נחום אויסלענדער	yt/lex/A/auslander-nahum.htm	Nahum Auslander	True
temp_1371	אַנעטאַ (פּרענער) אַקסעלראד	yt/lex/A/axelrad-aneta.htm	Aneta Axelrad	True
temp_1361	אברהם (אברהם יצחק) אַקסעלראד	yt/lex/A/axelrad-avraham.htm	Avraham Axelrad	True
temp_1391	מינאַ (בּלייכמאַן) אַקסעלראד	yt/lex/A/axelrad-minnie.htm	Minnie Axelrad	True
temp_1381	מאָריס (מעיר) אַקסעלראד	yt/lex/A/axelrad-morris.htm	Morris Axelrad	True
temp_1401	ראָזא אַקסעלראד	yt/lex/A/axelrad-rosa.htm	Rosa Axelrad	True
temp_1411	רחל (קאָהוט) אַקסעלראד	yt/lex/A/axelrad-rukhl.htm	Rukhl Axelrad	True
temp_691	נייטען (נטע) אייזיקאָוויטש	yt/lex/A/ayzikovitsh-nathan.htm	Nathan Ayzikovitsh	True
temp_591	אַלעקסאַנדער (אָרליוק) אזראַ	yt/lex/A/azro-alexander.htm	Alexander Azro	True
temp_22851	ראָזע שאָמער-באַטשעלעס	yt/lex/B/bachelis-rose-shomer.htm	Rose Shomer Bachelis	True
temp_1661	איידא בּאַדאַנעס	yt/lex/B/badanes-ida-dr.htm	Ida Badanes	True
temp_1681	גרשם בּאָדער	yt/lex/B/bader-gershom.htm	Gershom Bader	True
temp_1691	שמחה (ניעדזשעוויעצקי) בּאדער	moyt/lex/B/bader-simcha-V5.htm	Simcha Bader	True
temp_1671	מאַקס (מוני בּאַדיאָן) בּאַדין	yt/lex/B/badin-max.htm	Max Badin	True
temp_2141	שלמה (בעללויא) בּדחן	yt/lex/B/badkhan-shlomo.htm	Shlomo Badkhan	True
temp_3031	בּעל בּעיקער	yt/lex/B/baker-belle.htm	Belle Baker	True
temp_1851	מישע בּאַנקאָוו	yt/lex/B/bankov-misha.htm	Misha Bankov	True
temp_1841	יאַנקעוו בּאַננקאָוו	yt/lex/B/bankov-yankev.htm	Yankev Bankov	True
temp_1951	בּן-צבי (פּאַוועל בּרענער) בּאַראָטאָוו	yt/lex/B/baratov-ben-tsvi.htm	Ben-Tsvi Baratov	True
temp_1971	דוד בּאַראַץ	yt/lex/B/baratz-david.htm	David Baratz	True
temp_1981	ש. (שמואל בּערבּער) בּאַרבּער	yt/lex/B/barber-sh.htm	Sh. Barber	True
temp_1961	יוסף בּאַראָנדעס	yt/lex/B/barondess-joseph.htm	Joseph Barondess	True
temp_2081	אברהם בּאַרסעל	yt/lex/B/barsel-avraham.htm	Avraham Barsel	True
temp_2091	ליזא בּארסקא-פישער	moyt/lex/B/barska-fisher-liza-V5.htm	Liza Barska-Fisher	True
temp_2131	ישראל בּאַרסקי	yt/lex/B/barski-israel.htm	Israel Barski	True
temp_2011	וואָלף בּאַרזעל	yt/lex/B/barzell-wolfe.htm	Wolfe Barzell	True
temp_1891	בּען בּאַסענקאָ	yt/lex/B/basenko-ben.htm	Ben Basenko	True
temp_1871	מישע בּאסין	moyt/lex/B/basin-misha-V5.htm	Misha Basin	True
temp_1881	אברהם בּאַסלאַווסקי	yt/lex/B/baslavsky-avraham.htm	Avraham Baslavsky	True
temp_1861	אהרן בּאַסטאמסקי	moyt/lex/B/bastomski-aaron-V5.htm	Aaron Bastomski	True
temp_2221	אברהם בּוים	yt/lex/B/baum-abraham.htm	Abraham Baum	True
temp_3131	ראָזא (זילבּערט) בּעקער	yt/lex/B/becker-rosa-V7.htm	Rosa Becker	True
temp_3141	בּעריש בּעקערמאַן	yt/lex/B/beckerman-berish.htm	Berish Beckerman	True
temp_3061	משה-אליעזר (בּיילינסאָן) בּעלינסאָן	yt/lex/B/beilinson-moses-eliezer.htm	Moses Eliezer Beilinson	True
temp_3151	שמעון בּעקערמאַן	yt/lex/B/bekerman-simeon.htm	Simeon Bekerman	True
temp_3121	מאַקס בּעקלער	yt/lex/B/bekler-max.htm	Max Bekler	True
temp_2571	מאריס בּיעלאווסקי	yt/lex/B/belavsky-morris.htm	Morris Belavsky	True
temp_3051	אַננאַ (חנה) בּעלאגאלאווסקאַ	moyt/lex/B/belegolovska-anna-V5.htm	Anna Belegolovska	True
temp_1721	נחום בּאַזעלינסקי	moyt/lex/B/belezavski-nachum-V5.htm	Nachum Belezavski	True
temp_3091	בּעלא (רובּינליכט) בּעלערינא	yt/lex/B/bellarina-bella.htm	Bella Bellarina	True
temp_3101	יאַשאַ (יעקב בּעלפער) בּעלצער	yt/lex/B/belzer-yasha.htm	Yasha Belzer	True
temp_3071	יודל (ספּיוואַק) בּעלזער	yt/lex/B/belzer-yudl.htm	Yudl Belzer	True
temp_2971	בּן-אלי (מאַטיאַס גרינבּערג)	yt/lex/B/ben-ali.htm	Ben-Ali	True
temp_3001	יעקב (שטשירין) בּן-עמי	yt/lex/B/ben-ami-jacob.htm	Jacob Ben-Ami	True
temp_2991	א. א. (אהרן הורוויטש) בּן-גור	yt/lex/B/ben-gur-aa.htm	A.A. Ben-Gur	True
temp_3011	בּענדעדיקט דר. בּן-ציון	yt/lex/B/benzion-benedict-dr.htm	Benedict Benzion	True
temp_3271	מיכה יוסף בּערדיטשעווסקי	yt/lex/B/berdichevsky-micha-josef.htm	Micha Josef Berdichevsky	True
temp_3171	רודאָלף (זילבערבערג) בּערג	yt/lex/B/berg-rudolf.htm	Rudolf Berg	True
temp_3221	דוד בּערגעלסאָן	yt/lex/B/bergelson-david.htm	David Bergelson	True
temp_3241	לעאָן בּערגער	yt/lex/B/berger-leon.htm	Leon Berger	True
temp_3191	איציק-מענדל בּערגמאַן	yt/lex/B/bergman-itsik-mendl.htm	Itsik Mendl Bergman	True
temp_3211	שמחה בּערגמאַן	yt/lex/B/bergman-simcha.htm	Simcha Bergman	True
temp_3251	יעקב (גרינבערג) בּערגרין	yt/lex/B/bergreen-jacob.htm	Jacob Bergreen	True
temp_3381	אברהם בּערקאַוויטש	yt/lex/B/berkovitsh-avraham.htm	Avraham Berkovitsh	True
temp_3421	לייזער בּערקאָוויטש	yt/lex/B/berkovitsh-leyzer.htm	Leyzer Berkovitsh	True
temp_3431	שרה בּערקאָוויטש	yt/lex/B/berkovitsh-sarah.htm	Sarah Berkovitsh	True
temp_3391	יוסף (יוזשבו) בּערקאָוויטש	yt/lex/B/berkovitsh-yosef.htm	Yosef Berkovitsh	True
temp_3441	אידאַ בּערקאָווסקאַ	yt/lex/B/berkovska-ida.htm	Ida Berkovska	True
temp_3411	יצחק-דוב בּערקאָוויטש	yt/lex/B/berkowitz-yitzhak-dov.htm	Yitzhak Dov Berkowitz	True
temp_3291	הענריק בּערלעווי	yt/lex/B/berlewi-henryk.htm	Henryk Berlewi	True
temp_3301	הענרי (הענעך בּיילי) בּערמאַן	yt/lex/B/berman-henry.htm	Henry Berman	True
temp_3311	הערמאן בּערמאן	yt/lex/B/berman-herman.htm	Herman Berman	True
temp_3321	מינאַ בּערן	yt/lex/B/bern-mina.htm	Mina Bern	True
temp_3331	בּערל (טאָפּ) בּערנאַרד	yt/lex/B/bernardi-berel.htm	Berel Bernardi	True
temp_3341	העלען (לאמפּעל -- טאָפּף) בּערנאַרדי	yt/lex/B/bernardi-helen.htm	Helen Bernardi	True
temp_3351	בּערל (בּורשטין) בּערנשטיין	yt/lex/B/bernstein-berl.htm	Berl Bernstein	True
temp_3281	יהושע (בּירטון) בּערטאַנאָוו	yt/lex/B/bertanov-yehoshua.htm	Yehoshua Bertanov	True
temp_3111	מישע (איטעלסאָן) בּעסאַראַבּאָוו	yt/lex/B/besarabov-misha.htm	Misha Besarabov	True
temp_3451	סאלי (שרה רבקה) בּעשטענדיג	yt/lex/B/beshtendig-sally.htm	Sally Beshtendig	True
temp_2491	סאָפיאַ בּיי	yt/lex/B/bey-sophia.htm	Sophia Bey	True
temp_2501	אשר בּיילין	yt/lex/B/beylin-asher.htm	Asher Beylin	True
temp_3021	איסר בּעזמאַן	yt/lex/B/bezman-iser.htm	Iser Bezman	True
temp_2421	א. ה. בּיאַלין	yt/lex/B/bialin-a-h.htm	A.H. Bialin	True
temp_2431	ראָזעטא (בּיאלאסטאצקי) בּיאַליס	yt/lex/B/bialis-roseta.htm	Roseta Bialis	True
temp_2441	חנה (ראָזענצווייג) בּיאַלקאָוויטש	yt/lex/B/bialkowicz-chana.htm	Chana Bialkowicz	True
temp_2451	ישראל בּיאַלקאָוויטש	yt/lex/B/bialkowicz-izrael.htm	Izrael Bialkowicz	True
temp_2461	סענדער בּיבּער	yt/lex/B/biber-sender.htm	Sender Biber	True
temp_2471	העלען בּידאַ	yt/lex/B/bida-helen.htm	Helen Bida	True
temp_2481	איטשע וו. בּידערמאַן	yt/lex/B/biderman-itshe.htm	Itshe V. Biderman	True
temp_2561	גליקא (דעגענשטיין) בּיעלאווסקי	yt/lex/B/bielavski-glika.htm	Glika Bielavski	True
temp_2581	ל. ס. בּיעלי	yt/lex/B/biely-ls.htm	L.S. Biely	True
temp_2591	צבי בּיקעלס-שפּיצער	yt/lex/B/bikels-spitzer-dr-tsvi.htm	Tsvi Bikels-Spitzer	True
temp_2521	יעקב בּילדער	yt/lex/B/bilder-yakov.htm	Yakov Bilder	True
temp_2531	פישל בּימקאָ	yt/lex/B/bimko-fishl.htm	Fishl Bimko	True
temp_2541	שלמה בּינדער	moyt/lex/B/binder-shlomo-V5.htm	Shlomo Binder	True
temp_2611	דוד בּירנבּוים	moyt/lex/B/birnbaum-david-V5.htm	David Birnbaum	True
temp_2621	יוסף בּירנבּוים	yt/lex/B/birnbaum-joseph.htm	Joseph Birnbaum	True
temp_2631	לואיס (יעקב לייבּ) בּירנבּוים	yt/lex/B/birnbaum-louis.htm	Louis Birnbaum	True
temp_2651	מיני (מינדל פּילפּעל) בּירנבּוים	yt/lex/B/birnbaum-minnie.htm	Minnie Birnbaum	True
temp_2661	(נחום) נתן בּירנבּוים	yt/lex/B/birnbaum-nathan-dr.htm	Nathan Birnbaum	True
temp_2671	ראָזא בּירנבּוים	yt/lex/B/birnbaum-rosa.htm	Rosa Birnbaum	True
temp_2681	יעקב בּירנבּערג	yt/lex/B/birnberg-jacob.htm	Jacob Birnberg	True
temp_2641	מ. בּירנבּוים	yt/lex/B/birnboym-m.htm	M. Birnboym	True
temp_2601	פעלא בּירא	yt/lex/B/biro-fela.htm	Fela Biro	True
temp_2691	קיידי (קיילע מייעראָוויטש) בּלאַכמאַן	yt/lex/B/blackman-katie.htm	Katie Blackman	True
temp_2701	אברהם בּלאַנק	yt/lex/B/blank-avraham.htm	Avraham Blank	True
temp_2711	בּנימין בּלאַנק	yt/lex/B/blank-benjamin.htm	Benjamin Blank	True
temp_2731	לעאָן בּלאַנק	yt/lex/B/blank-leon.htm	Leon Blank	True
temp_2721	יחיאל בּלאַנק	yt/lex/B/blank-yekhiel.htm	Yekhiel Blank	True
temp_2911	בּעטי (בּיילע קאַץ) בּלייכמאַן	yt/lex/B/bleichman-betty.htm	Betty Bleichman	True
temp_2921	יעקב בּלייכמאַן	yt/lex/B/bleichman-jacob.htm	Jacob Bleichman	True
temp_2941	יעקב בּלייפער	yt/lex/B/bleifer-jacob.htm	Jacob Bleifer	True
temp_2901	העלען (יונה) בּליי	yt/lex/B/bley-helen.htm	Helen Bley	True
temp_2931	יחזקאל בּלייכער	yt/lex/B/bleyker-yekhezkel.htm	Yekhezkel Bleykher	True
temp_2951	משה בּליישטיפט	yt/lex/B/bleyshtift-moshe.htm	Moshe Bleyshtift	True
temp_2891	מנחם (מיטיע) בּליאַכאַר	moyt/lex/B/bliacher-menachem-V5.htm	Menachem Bliacher	True
temp_2961	יצחק בּליפעלד	yt/lex/B/bliefield-itzhak.htm	Itzhak Bliefeld	True
temp_2741	מילדרעד בּלאַק	yt/lex/B/block-mildred.htm	Mildred Block	True
temp_2861	לופּוס (זאב) בּלומענפעלד	yt/lex/B/bloomenfeld-lupus.htm	Lupus Bloomenfeld	True
temp_2751	הירש בּלאָשטיין	yt/lex/B/bloshteyn-hirsh.htm	Hirsh Bloshteyn	True
temp_2761	מיראַ בּלויפאַרבּ	moyt/lex/B/bloyfarb-mira-V5.htm	Mira Bloyfarb	True
temp_2771	אברהם בּלום	yt/lex/B/blum-abraham.htm	Abraham Blum	True
temp_2791	חנה (חנה-בּלומע צענציפּער) בּלום	moyt/lex/B/blum-chana-V5.htm	Chana Blum	True
temp_2781	הענרי (היינריך) בּלום	yt/lex/B/blum-henry.htm	Henry Blum	True
temp_2811	סעם (אַלעקסאַנדער) בּלום	yt/lex/B/blum-sam.htm	Sam Blum	True
temp_2801	סאמועל (שמואל) בּלום	yt/lex/B/blum-samuel.htm	Samuel Blum	True
temp_2871	דיאַנאַ בּלומענפעלד-טורקאָוו	yt/lex/B/blumenfeld-turkow-diana.htm	Diana Blumenfeld-Turkow	True
temp_2821	דוד בּלומענטאַל	yt/lex/B/blumental-david.htm	David Blumental	True
temp_2831	נייטאן בּלומענטאַל	yt/lex/B/blumental-neytan.htm	Neytan Blumental	True
temp_1911	פעלי בּאָקמאַן	yt/lex/B/bokman-feli.htm	Feli Bokman	True
temp_1921	לואיס (לייבּ) בּאָקשיצקי	yt/lex/B/bokshitzky-louis.htm	Louis Bokshitzky	True
temp_1831	בּאָנטשע (אַברהם ראָזענפעלד)	moyt/lex/B/bontshe-V5.htm	Bontshe	True
temp_1821	בּען בּאָנוס	yt/lex/B/bonus-ben.htm	Ben Bonus	True
temp_1991	שלמה בּאָרדיזשאַנער	yt/lex/B/bordizhaner-shlomo.htm	Shlomo Bordizhaner	True
temp_2071	בּאָרישעוו	moyt/lex/B/borishev-V5.htm	Borishev	True
temp_2051	פראַנץ (אפרים) בּאָריץ	yt/lex/B/borits-frants.htm	Frants Borits	True
temp_2061	קלאַראַ (דרוקער) בּאָריץ	yt/lex/B/borits-klara.htm	Klara Borits	True
temp_2101	מאַליאַ בּארקאווסקא	moyt/lex/B/borkovska-malya-V5.htm	Malya Borkovska	True
temp_1931	בּערל (בּאַרדאַקין) בּאַראָדקין	yt/lex/B/borodkin-berl.htm	Berl Borodkin	True
temp_1941	סאָניאַ בּאַראָדקין	yt/lex/B/borodkin-sonya.htm	Sonya Borodkin	True
temp_2021	אירענא (דבורה) בּארטשעווסקא	moyt/lex/B/bortshevska-irena-V5.htm	Irena Bortshevska	True
temp_1761	יעקב בּאטאשאַנסקי	yt/lex/B/botoshansky-jacob.htm	Jacob Botoshansky	True
temp_1771	בּערל בּאָטוויניק	yt/lex/B/botvinik-berl.htm	Berl Botvinik	True
temp_1781	רבקה בּאָיאַרסקא	yt/lex/B/boyarska-rivka.htm	Rivka Boyarska	True
temp_1791	רפאל בּאָיאַרסקי-בּאָגאַרט	yt/lex/B/boyarsky-bogart-rafael.htm	Rafael Boyarsky-Bogart	True
temp_2271	לייזער בּויקע	yt/lex/B/boyke-leyzer.htm	Leyzer Boyke	True
temp_2241	אננאַ (חנה פּאָלאַקאָווסקא) בּוים	yt/lex/B/boym-anna.htm	Anna Boym	True
temp_2231	אלימלך בּוים	yt/lex/B/boym-elimelekh.htm	Elimelekh Boym	True
temp_2261	יהודה-לייבּ בּוימוואָל	yt/lex/B/boymvol-yehuda-leib.htm	Yehuda Leib Boymvol	True
temp_1731	אַברהמלע בּאָזשיק	yt/lex/B/bozyk-avrahamele.htm	Avrahamele Bozyk	True
temp_1741	מאַקס בּאָזשיק	yt/lex/B/bozyk-max.htm	Max Bozyk	True
temp_1751	רייזל בּאָזשיק	yt/lex/B/bozyk-reizel.htm	Reizel Bozyk	True
temp_3651	מאיר בּראַף	yt/lex/B/braff-meyer.htm	Meyer Braff	True
temp_3461	כינע (פישזאָן) בּראַגינסקאַ	yt/lex/B/braginska-chine.htm	Chine Braginska	True
temp_3561	אברהם הערש בּראַלמאַן	yt/lex/B/bralman-avraham-hersh.htm	Avraham Hersh Bralman	True
temp_3601	שאול בּראַנדעס	yt/lex/B/brandes-saul.htm	Saul Brandes	True
temp_3611	יוסף (סמאָלניק) בּראַנדעסקאָ	yt/lex/B/brandesko-joseph.htm	Joseph Brandesko	True
temp_3841	עגאָן בּרעכער	yt/lex/B/brecher-egon.htm	Egon Brecher	True
temp_3771	פּאול בּרייטמאן	yt/lex/B/breitman-paul.htm	Paul Breitman	True
temp_3851	אברהם בּרען	yt/lex/B/bren-abraham.htm	Abraham Bren	True
temp_3861	יוסף חיים בּרענער	yt/lex/B/brenner-yosef-chaim.htm	Yosef Chaim Brenner	True
temp_3871	יצחק בּרקסטאָוויצקי	yt/lex/B/brestovitsky-yitzhak.htm	Yitzhak Brestovitsky	True
temp_3831	שרה בּרעז	moyt/lex/B/brez-sarah-V5.htm	Sarah Brez	True
temp_3751	דוד בּרידזשער	yt/lex/B/bridger-david.htm	David Bridger	True
temp_3781	(ליפּ) יצחק-ליפּע בּריל	yt/lex/B/brill-yitzhak-lipe.htm	Yitzhak-Lipe Brill	True
temp_3791	אליא (גאָלדע זיידלין) בּרין	yt/lex/B/brin-alya.htm	Alya Brin	True
temp_3801	ראָזא (שקליארזש) בּרין	yt/lex/B/brin-roza.htm	Roza Brin	True
temp_3811	שלום בּרין	yt/lex/B/brin-sholom.htm	Sholom Brin	True
temp_3821	חיים בּריסמאַן	yt/lex/B/brisman-chaim.htm	Chaim Brisman	True
temp_3761	אַננאַ בּריה	yt/lex/B/briya-anna.htm	Anna Briya	True
temp_3501	משה בּראַדערזאָהן	yt/lex/B/broderzon-moshe.htm	Moshe Broderzon	True
temp_3491	מוסיא בּראדסקי	moyt/lex/B/brodski-musia-V5.htm	Musia Brodski	True
temp_3481	אהרן בּראָדסקי	yt/lex/B/brodsky-aaron.htm	Aaron Brodsky	True
temp_3471	בּראָדסקי	moyt/lex/B/brodsky-V5.htm	Brodsky	True
temp_3681	יוסף בּרוידי	yt/lex/B/brody-joseph.htm	Joseph Brody	True
temp_3671	מ. ז. (מייער גרוזני) בּרוידא	yt/lex/B/broida-m-z.htm	M.Z. Broida	True
temp_3571	חיים בּראָמבּערג	yt/lex/B/bromberg-chaim.htm	Chaim Bromberg	True
temp_3641	דוד בּראָנשטיין	yt/lex/B/bronshteyn-david.htm	David Bronshteyn	True
temp_3631	אסתר (סטאלארסקאיא) בּראָנשטיין	yt/lex/B/bronstein-esther.htm	Esther Bronstein	True
temp_3721	דוד בּרוין	yt/lex/B/brown-david.htm	David Brown	True
temp_3531	קייטי (גיטל בּאַקאָן) בּראַון	yt/lex/B/brown-katie.htm	Katie Brown	True
temp_3541	ראָזא (רחל איזאקסאָן) בּראון	yt/lex/B/brown-rose.htm	Rose Brown	True
temp_3701	שמחה בּרוידע	yt/lex/B/broyde-simcha.htm	Simcha Broyde	True
temp_3711	יצחק בּרוידעס	yt/lex/B/broydes-itzhak.htm	Itzhak Broydes	True
