key	id	title	Zylbercweig Name	title_uri
1165	yt/lex/A/appel-morris.htm	Morris Appel	מאָריס (אַפּעלאויג) אַפּעל	https://www.museumoffamilyhistory.com/yt/lex/A/appel-morris.htm
1166	yt/lex/A/appelbaum-misha.htm	Misha Appelbaum	מישאַ אַפּעלבּוים	https://www.museumoffamilyhistory.com/yt/lex/A/appelbaum-misha.htm
1167	yt/lex/A/appelbaum-rosalia.htm	Rosalia Appelbaum	(שיינע רחל וויינשטיין)אַפּעלבּוים, ראזאליא	https://www.museumoffamilyhistory.com/yt/lex/A/appelbaum-rosalia.htm
1168	yt/lex/A/apteiker-sofia.htm	Sofia Apteiker	סאָפיא (שרה פריינד) אַפּטייקער	https://www.museumoffamilyhistory.com/yt/lex/A/apteiker-sofia.htm
1169	yt/lex/A/arco-fritzi.htm	Fritzi Arco	פריצי אַרקאָ	https://www.museumoffamilyhistory.com/yt/lex/A/arco-fritzi.htm
1170	yt/lex/A/arco-isaac.htm	Isaac Arco	איסאַק אַרקאָ	https://www.museumoffamilyhistory.com/yt/lex/A/arco-isaac.htm
1171	yt/lex/A/arco-itzhak.htm	Itzhak Arco	יצחק ארקא	https://www.museumoffamilyhistory.com/yt/lex/A/arco-itzhak.htm
1172	yt/lex/A/arco-manya.htm	Manya Arco	מאַניע (פישזאָן) אַרקאָ	https://www.museumoffamilyhistory.com/yt/lex/A/arco-manya.htm
1173	moyt/lex/A/ariel-khayim-david-V5.htm	Khayim David Ariel	חיים-דוד, אַריעל	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-khayim-david-V5.htm
1174	moyt/lex/A/ariel-rukhl-V5.htm	Rukhl Ariel	רחל, אריעל	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-rukhl-V5.htm
1175	moyt/lex/A/ariel-sonia-V5.htm	Sonia Ariel	סאָניאַ, אַריעל (בעזמאַן)	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-sonia-V5.htm
1176	yt/lex/A/arnon-miriam.htm	Miriam Arnon	מרים (מאַניע מאָרגוליס) אַרנאָן	https://www.museumoffamilyhistory.com/yt/lex/A/arnon-miriam.htm
1177	yt/lex/A/arnstein-mark.htm	Mark Arnstein	מארק, אַרנשטיין (אַנדזשעי מאַרק)	https://www.museumoffamilyhistory.com/yt/lex/A/arnstein-mark.htm
1178	yt/lex/A/arnstein-rose.htm	Rose Arnstein	ראָזע ארנשטיין	https://www.museumoffamilyhistory.com/yt/lex/A/arnstein-rose.htm
1179	yt/lex/A/aronchik-yudes.htm	Yudes Aronchik	יודעס אַראָנטשיק	https://www.museumoffamilyhistory.com/yt/lex/A/aronchik-yudes.htm
1180	yt/lex/A/arones-feivl.htm	Feivl Arones	פייוול אַראָנעס	https://www.museumoffamilyhistory.com/yt/lex/A/arones-feivl.htm
1181	yt/lex/A/aronovitsh-herman.htm	Herman Aronovitsh	הערמאַן אַראָנאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/aronovitsh-herman.htm
1182	yt/lex/A/aronson-borukh.htm	Borukh Aronson	בּרוך אַראָנסאָן	https://www.museumoffamilyhistory.com/yt/lex/A/aronson-borukh.htm
1183	yt/lex/A/asch-sholem.htm	Sholem Asch	שלום אַש	https://www.museumoffamilyhistory.com/yt/lex/A/asch-sholem.htm
1184	yt/lex/A/aschkenazy-izidor.htm	Izidor Aschkenazy	איזידאָר (אייזיק) אשכנזי	https://www.museumoffamilyhistory.com/yt/lex/A/aschkenazy-izidor.htm
1185	moyt/lex/A/ash-avraham-V5.htm	Avraham Ash	אברהם אַש (אברהם אווערבוך)	https://www.museumoffamilyhistory.com/moyt/lex/A/ash-avraham-V5.htm
1186	yt/lex/A/ash-khayele.htm	Khayele Ash	חיהלע אַש	https://www.museumoffamilyhistory.com/yt/lex/A/ash-khayele.htm
1188	yt/lex/A/ashkenazy-mira.htm	Mira Ashkenazy	מירע אשכנזי	https://www.museumoffamilyhistory.com/yt/lex/A/ashkenazy-mira.htm
1189	yt/lex/A/ashkenazy-tsile.htm	Tsile Ashkenazy	צילע (פעפער) אשכנזי	https://www.museumoffamilyhistory.com/yt/lex/A/ashkenazy-tsile.htm
1190	moyt/lex/A/ass-boruch-V5.htm	Boruch Ass	בּרוך אַס	https://www.museumoffamilyhistory.com/moyt/lex/A/ass-boruch-V5.htm
1191	moyt/lex/A/astrovsky-kh-V5.htm	Kh. Astrovsky	כ. אָסטראָווסקי	https://www.museumoffamilyhistory.com/moyt/lex/A/astrovsky-kh-V5.htm
1192	yt/lex/A/atlas-jennie.htm	Jennie Atlas	דזשעני אַטלאַס	https://www.museumoffamilyhistory.com/yt/lex/A/atlas-jennie.htm
1193	yt/lex/A/auerbach-boris.htm	Boris Auerbach	בּאָריס (בן-ציון) אויערבּאַך	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-boris.htm
1194	yt/lex/A/auerbach-ephraim.htm	Ephraim Auerbach	אפרים אויערבּאַך	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-ephraim.htm
1195	yt/lex/A/auerbach-isaac.htm	Isaac Auerbach	יצחק אויערבּאַך	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-isaac.htm
1196	yt/lex/A/auerbach-s.htm	S. Auerbach	ס. אויערבּאַך	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-s.htm
1197	yt/lex/A/auerbach-sam.htm	Sam Auerbach	סעם אויערבּאַך	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-sam.htm
1198	yt/lex/A/augenblick-annie.htm	Annie Augenblick	עני (חנה סויבּער) אויגענבּליק	https://www.museumoffamilyhistory.com/yt/lex/A/augenblick-annie.htm
1199	yt/lex/A/augenblik-philip.htm	Philip Augenblik	פיליפּ אויגענבּליק	https://www.museumoffamilyhistory.com/yt/lex/A/augenblik-philip.htm
1200	yt/lex/A/auslander-nahum.htm	Nahum Auslander	נחום אויסלענדער	https://www.museumoffamilyhistory.com/yt/lex/A/auslander-nahum.htm
1203	yt/lex/A/axelrad-aneta.htm	Aneta Axelrad	אַנעטאַ (פּרענער) אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-aneta.htm
1204	yt/lex/A/axelrad-avraham.htm	Avraham Axelrad	אברהם (אברהם יצחק) אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-avraham.htm
1205	yt/lex/A/axelrad-minnie.htm	Minnie Axelrad	מינאַ (בּלייכמאַן) אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-minnie.htm
1206	yt/lex/A/axelrad-morris.htm	Morris Axelrad	מאָריס (מעיר) אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-morris.htm
980	yt/lex/A/axelrad-rosa.htm	Rosa Axelrad	ראָזא אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-rosa.htm
1207	yt/lex/A/axelrad-rukhl.htm	Rukhl Axelrad	רחל (קאָהוט) אַקסעלראד	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-rukhl.htm
1208	yt/lex/A/ayzikovitsh-nathan.htm	Nathan Ayzikovitsh	נייטען (נטע) אייזיקאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/A/ayzikovitsh-nathan.htm
1209	yt/lex/A/azro-alexander.htm	Alexander Azro	אַלעקסאַנדער (אָרליוק) אזראַ	https://www.museumoffamilyhistory.com/yt/lex/A/azro-alexander.htm
1211	yt/lex/B/bachelis-rose-shomer.htm	Rose Shomer Bachelis	ראָזע שאָמער-באַטשעלעס	https://www.museumoffamilyhistory.com/yt/lex/B/bachelis-rose-shomer.htm
1212	yt/lex/B/badanes-ida-dr.htm	Ida Badanes	איידא בּאַדאַנעס	https://www.museumoffamilyhistory.com/yt/lex/B/badanes-ida-dr.htm
1213	yt/lex/B/bader-gershom.htm	Gershom Bader	גרשם בּאָדער	https://www.museumoffamilyhistory.com/yt/lex/B/bader-gershom.htm
1214	moyt/lex/B/bader-simcha-V5.htm	Simcha Bader	שמחה (ניעדזשעוויעצקי) בּאדער	https://www.museumoffamilyhistory.com/moyt/lex/B/bader-simcha-V5.htm
1215	yt/lex/B/badin-max.htm	Max Badin	מאַקס (מוני בּאַדיאָן) בּאַדין	https://www.museumoffamilyhistory.com/yt/lex/B/badin-max.htm
1216	yt/lex/B/badkhan-shlomo.htm	Shlomo Badkhan	שלמה (בעללויא) בּדחן	https://www.museumoffamilyhistory.com/yt/lex/B/badkhan-shlomo.htm
1219	yt/lex/B/baker-belle.htm	Belle Baker	בּעל בּעיקער	https://www.museumoffamilyhistory.com/yt/lex/B/baker-belle.htm
1220	moyt/lex/B/balbirski-hirsh-V5.htm	Hirsh Balbirski	הערש, באַָלבירסקי	https://www.museumoffamilyhistory.com/moyt/lex/B/balbirski-hirsh-V5.htm
1221	yt/lex/B/bankov-misha.htm	Misha Bankov	מישע בּאַנקאָוו	https://www.museumoffamilyhistory.com/yt/lex/B/bankov-misha.htm
1222	yt/lex/B/bankov-yankev.htm	Yankev Bankov	יאַנקעוו בּאַננקאָוו	https://www.museumoffamilyhistory.com/yt/lex/B/bankov-yankev.htm
1223	yt/lex/B/baratov-ben-tsvi.htm	Ben-Tsvi Baratov	בּן-צבי (פּאַוועל בּרענער) בּאַראָטאָוו	https://www.museumoffamilyhistory.com/yt/lex/B/baratov-ben-tsvi.htm
1224	yt/lex/B/baratz-david.htm	David Baratz	דוד בּאַראַץ	https://www.museumoffamilyhistory.com/yt/lex/B/baratz-david.htm
1226	yt/lex/B/barber-sh.htm	Sh. Barber	ש. (שמואל בּערבּער) בּאַרבּער	https://www.museumoffamilyhistory.com/yt/lex/B/barber-sh.htm
1227	yt/lex/B/barondess-joseph.htm	Joseph Barondess	יוסף בּאַראָנדעס	https://www.museumoffamilyhistory.com/yt/lex/B/barondess-joseph.htm
1228	yt/lex/B/barsel-avraham.htm	Avraham Barsel	אברהם בּאַרסעל	https://www.museumoffamilyhistory.com/yt/lex/B/barsel-avraham.htm
1229	moyt/lex/B/barska-fisher-liza-V5.htm	Liza Barska-Fisher	ליזא בּארסקא-פישער	https://www.museumoffamilyhistory.com/moyt/lex/B/barska-fisher-liza-V5.htm
746	yt/lex/B/barski-israel.htm	Israel Barski	ישראל בּאַרסקי	https://www.museumoffamilyhistory.com/yt/lex/B/barski-israel.htm
1230	yt/lex/B/barzell-wolfe.htm	Wolfe Barzell	וואָלף בּאַרזעל	https://www.museumoffamilyhistory.com/yt/lex/B/barzell-wolfe.htm
1231	yt/lex/B/basenko-ben.htm	Ben Basenko	בּען בּאַסענקאָ	https://www.museumoffamilyhistory.com/yt/lex/B/basenko-ben.htm
1232	moyt/lex/B/basin-misha-V5.htm	Misha Basin	מישע בּאסין	https://www.museumoffamilyhistory.com/moyt/lex/B/basin-misha-V5.htm
1233	yt/lex/B/baslavsky-avraham.htm	Avraham Baslavsky	אברהם בּאַסלאַווסקי	https://www.museumoffamilyhistory.com/yt/lex/B/baslavsky-avraham.htm
1234	moyt/lex/B/bastomski-aaron-V5.htm	Aaron Bastomski	אהרן בּאַסטאמסקי	https://www.museumoffamilyhistory.com/moyt/lex/B/bastomski-aaron-V5.htm
728	yt/lex/B/baum-abraham.htm	Abraham Baum	אברהם בּוים	https://www.museumoffamilyhistory.com/yt/lex/B/baum-abraham.htm
1236	yt/lex/B/becker-rosa-V7.htm	Rosa Becker	ראָזא (זילבּערט) בּעקער	https://www.museumoffamilyhistory.com/yt/lex/B/becker-rosa-V7.htm
1238	yt/lex/B/beckerman-berish.htm	Berish Beckerman	בּעריש בּעקערמאַן	https://www.museumoffamilyhistory.com/yt/lex/B/beckerman-berish.htm
1239	moyt/lex/B/beigelman-david-V5.htm	David Beigelman	דוד, בייגלמאַן	https://www.museumoffamilyhistory.com/moyt/lex/B/beigelman-david-V5.htm
1240	yt/lex/B/beilinson-moses-eliezer.htm	Moses Eliezer Beilinson	משה-אליעזר (בּיילינסאָן) בּעלינסאָן	https://www.museumoffamilyhistory.com/yt/lex/B/beilinson-moses-eliezer.htm
1241	yt/lex/B/bekerman-simeon.htm	Simeon Bekerman	שמעון בּעקערמאַן	https://www.museumoffamilyhistory.com/yt/lex/B/bekerman-simeon.htm
1242	yt/lex/B/bekler-max.htm	Max Bekler	מאַקס בּעקלער	https://www.museumoffamilyhistory.com/yt/lex/B/bekler-max.htm
1243	yt/lex/B/belavsky-morris.htm	Morris Belavsky	מאריס בּיעלאווסקי	https://www.museumoffamilyhistory.com/yt/lex/B/belavsky-morris.htm
1244	moyt/lex/B/belegolovska-anna-V5.htm	Anna Belegolovska	אַננאַ (חנה) בּעלאגאלאווסקאַ	https://www.museumoffamilyhistory.com/moyt/lex/B/belegolovska-anna-V5.htm
1245	moyt/lex/B/belezavski-nachum-V5.htm	Nachum Belezavski	נחום בּאַזעלינסקי	https://www.museumoffamilyhistory.com/moyt/lex/B/belezavski-nachum-V5.htm
1248	yt/lex/B/bellarina-bella.htm	Bella Bellarina	בּעלא (רובּינליכט) בּעלערינא	https://www.museumoffamilyhistory.com/yt/lex/B/bellarina-bella.htm
1250	yt/lex/B/belzer-yasha.htm	Yasha Belzer	יאַשאַ (יעקב בּעלפער) בּעלצער	https://www.museumoffamilyhistory.com/yt/lex/B/belzer-yasha.htm
877	yt/lex/B/belzer-yudl.htm	Yudl Belzer	יודל (ספּיוואַק) בּעלזער	https://www.museumoffamilyhistory.com/yt/lex/B/belzer-yudl.htm
1251	yt/lex/B/ben-ali.htm	Ben-Ali	בּן-אלי (מאַטיאַס גרינבּערג)	https://www.museumoffamilyhistory.com/yt/lex/B/ben-ali.htm
1252	yt/lex/B/ben-ami-jacob.htm	Jacob Ben-Ami	יעקב (שטשירין) בּן-עמי	https://www.museumoffamilyhistory.com/yt/lex/B/ben-ami-jacob.htm
1254	yt/lex/B/ben-gur-aa.htm	A.A. Ben-Gur	א. א. (אהרן הורוויטש) בּן-גור	https://www.museumoffamilyhistory.com/yt/lex/B/ben-gur-aa.htm
1256	yt/lex/B/benzion-benedict-dr.htm	Benedict Benzion	בּענדעדיקט דר. בּן-ציון	https://www.museumoffamilyhistory.com/yt/lex/B/benzion-benedict-dr.htm
1259	yt/lex/B/berdichevsky-micha-josef.htm	Micha Josef Berdichevsky	מיכה יוסף בּערדיטשעווסקי	https://www.museumoffamilyhistory.com/yt/lex/B/berdichevsky-micha-josef.htm
1262	yt/lex/B/berg-rudolf.htm	Rudolf Berg	רודאָלף (זילבערבערג) בּערג	https://www.museumoffamilyhistory.com/yt/lex/B/berg-rudolf.htm
1263	yt/lex/B/bergelson-david.htm	David Bergelson	דוד בּערגעלסאָן	https://www.museumoffamilyhistory.com/yt/lex/B/bergelson-david.htm
1264	yt/lex/B/berger-leon.htm	Leon Berger	לעאָן בּערגער	https://www.museumoffamilyhistory.com/yt/lex/B/berger-leon.htm
1265	yt/lex/B/berger-rachelle.htm	Rachelle Berger	ראשל, בערגער	https://www.museumoffamilyhistory.com/yt/lex/B/berger-rachelle.htm
1266	yt/lex/B/bergman-itsik-mendl.htm	Itsik Mendl Bergman	איציק-מענדל בּערגמאַן	https://www.museumoffamilyhistory.com/yt/lex/B/bergman-itsik-mendl.htm
1267	yt/lex/B/bergman-simcha.htm	Simcha Bergman	שמחה בּערגמאַן	https://www.museumoffamilyhistory.com/yt/lex/B/bergman-simcha.htm
1268	moyt/lex/B/bergolski-yakov-V5.htm	Yakov Bergolski	יעקב (יאשא) בערגאָלסקי (גאָלדבערג)	https://www.museumoffamilyhistory.com/moyt/lex/B/bergolski-yakov-V5.htm
1269	yt/lex/B/bergreen-jacob.htm	Jacob Bergreen	יעקב (גרינבערג) בּערגרין	https://www.museumoffamilyhistory.com/yt/lex/B/bergreen-jacob.htm
795	yt/lex/B/berkovitsh-avraham.htm	Avraham Berkovitsh	אברהם בּערקאַוויטש	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-avraham.htm
1270	yt/lex/B/berkovitsh-leyzer.htm	Leyzer Berkovitsh	לייזער בּערקאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-leyzer.htm
1271	yt/lex/B/berkovitsh-sarah.htm	Sarah Berkovitsh	שרה בּערקאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-sarah.htm
1273	yt/lex/B/berkovitsh-yosef.htm	Yosef Berkovitsh	יוסף (יוזשבו) בּערקאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-yosef.htm
1274	yt/lex/B/berkovska-ida.htm	Ida Berkovska	אידאַ בּערקאָווסקאַ	https://www.museumoffamilyhistory.com/yt/lex/B/berkovska-ida.htm
1275	yt/lex/B/berkowitz-yitzhak-dov.htm	Yitzhak Dov Berkowitz	יצחק-דוב בּערקאָוויטש	https://www.museumoffamilyhistory.com/yt/lex/B/berkowitz-yitzhak-dov.htm
