id	matches	title	title_source	title_uri	start	source_firstName	source_surname	alternative-name	gender	description	link-base	name_parts
yt/lex/A/abramson-ivan.htm		Ivan Abramson	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/abramson-ivan.htm	1850.0	 Ivan 	Abramson Abramson			Ivan Abramson A.was born on 3 September 1870 in Nikolayev, Vilna Gubernia, Polish Lithuania.He learned in a cheder and with the teacher Elentukh	yt/lex/A/abramson-ivan.htm	"{""given-name"": ""Ivan"", ""surname"": ""Abramson Abramson""}"
yt/lex/A/achron-joseph.htm		Joseph Achron	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/achron-joseph.htm	1850.0	 Joseph 	Achron Achron		2.0	Joseph Achron Born on 1 May 1886 in Lozdzieje (now Lazdijai-ed.), Lithuania.When he was five, the family moved to Warsaw where he took to learning to play the violin seriously.When he was eight he also performed in a charity concert organized by the Polish Countesses Radzivil and Tyszkiewicz	yt/lex/A/achron-joseph.htm	"{""given-name"": ""Joseph"", ""surname"": ""Achron Achron""}"
yt/lex/A/adershleger-moshe-yakov.htm		Moshe Yakov Adershleger	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adershleger-moshe-yakov.htm	1850.0	 Moshe Yakov 	Adershleger Adershleger		2.0	"Moshe Yakov Adershleger He was born on 11 November 1882 in Olesko, Eastern Galicia, into the family of a poor doctor, whose own father, as an escapee from Russia, had ended the family name Ravitsh and changed it to Adershleger.He learned in a cheder while at the same time in the local primary school, later becoming a ""learned boy"" through a hairdresser in Brody.In the early days he read entire Shomer's novels in small German books"	yt/lex/A/adershleger-moshe-yakov.htm	"{""given-name"": ""Moshe"", ""middle-name"": ""Yakov"", ""surname"": ""Adershleger Adershleger""}"
yt/lex/A/adler-amelia.htm		Amelia Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-amelia.htm	1850.0	 Amelia 	Adler Adler			Amelia Adler (Sarah-Milka Shtang) A.was born on 11 October 1884 in Tomaszow, Lublin Gubernia, Poland.Later she traveled with her mother, a widow, to Warsaw, and here she worked in a soda water shop	yt/lex/A/adler-amelia.htm	"{""given-name"": ""Amelia"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-benny.htm		Benny Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-benny.htm	1850.0	 Benny 	Adler Adler		2.0	Benny Adler A.was born in 1886 in Galatz (Galaţi), Rumania.His parents were crop exporters	yt/lex/A/adler-benny.htm	"{""given-name"": ""Benny"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-celia.htm		Celia Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-celia.htm	1850.0	 Celia 	Adler Adler		3.0	Celia Adler Born in New York, United States.Her parents were the actors Dina Feinman and Jacob P.Adler	yt/lex/A/adler-celia.htm	"{""given-name"": ""Celia"", ""surname"": ""Adler Adler""}"
moyt/lex/A/adler-esther-V5.htm		Esther Adler	Laski	https://www.museumoffamilyhistory.com/moyt/lex/A/adler-esther-V5.htm	1850.0	 Esther 	Adler Adler		3.0	Esther Adler (Shatsky) A.was born in Ostrog, White Russia.At the age of sixteen she was brought over to London, England, by her sister Leah Schwartz, and together with her participated in Yiddish amateur productions	moyt/lex/A/adler-esther-V5.htm	"{""given-name"": ""Esther"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-frances.htm		Frances Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-frances.htm	1850.0	 Frances 	Adler Adler		3.0	Frances Adler A.was born in New York, America.She was the oldest daughter of Sarah and Jacob P	yt/lex/A/adler-frances.htm	"{""given-name"": ""Frances"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-hyman.htm		Hyman Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-hyman.htm	1850.0	 Hyman 	Adler Adler		2.0	Hyman Adler (Bartfeld) A.was born in 1886 in Stanislawow, Galicia.As a child he sung with a cantor	yt/lex/A/adler-hyman.htm	"{""given-name"": ""Hyman"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-israel.htm		Israel Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-israel.htm	1850.0	 Israel 	Adler Adler		2.0	Israel Adler A.was born on 15 November 1898 in Lodz, Poland, into a privileged family (from his father's side -- family with Dr.Adler-Cohen, including a rabbi from London, the mother -- a grandson of the great industrialist J	yt/lex/A/adler-israel.htm	"{""given-name"": ""Israel"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-jacob-p.htm		Jacob P. Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-jacob-p.htm	1850.0	 Jacob P. 	Adler Adler			Jacob P.Adler (Yakov ben Pinchas) A.was born on 1 January 1855 in Odessa, Ukraine	yt/lex/A/adler-jacob-p.htm	"{""given-name"": ""Jacob"", ""middle-name"": ""P."", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-julia.htm		Julia Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-julia.htm	1850.0	 Julia 	Adler Adler		3.0	Julia Adler Born in Philadelphia, America.Her parents were Jacob P.and Sara Adler	yt/lex/A/adler-julia.htm	"{""given-name"": ""Julia"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-julius-bialystok.htm		Julius Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-julius-bialystok.htm	1850.0	 Julius 	Adler Adler		2.0	Julius Adler Born November 15, 1880 in Bialystok, Polish Lithuania.His father was a baker.The correct name of the family was Adler	yt/lex/A/adler-julius-bialystok.htm	"{""given-name"": ""Julius"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-julius-bilgoraj.htm		Julius Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-julius-bilgoraj.htm	1850.0	 Julius 	Adler Adler		2.0	Julius (Yoel) Adler Born in (23 September, per his gravestone in the Yiddish Theatrical Alliance plot at Mt.Hebron Cemetery in New York-- ed.) 1906 in Bilgoraj, Poland, to Orthodox parents, merchants.He was made an orphan by his father at age six	yt/lex/A/adler-julius-bilgoraj.htm	"{""given-name"": ""Julius"", ""surname"": ""Adler Adler""}"
moyt/lex/A/adler-katya-V5.htm		Katya Adler	Laski	https://www.museumoffamilyhistory.com/moyt/lex/A/adler-katya-V5.htm	1850.0	 Katya 	Adler Adler		3.0	Katya Adler (Guralnik) She was born on 15 May (A.S.) 1881 in Nikopol, Ukraine.Her father was a merchant	moyt/lex/A/adler-katya-V5.htm	"{""given-name"": ""Katya"", ""surname"": ""Adler Adler""}"
		Katya Adler		https://www.museumoffamilyhistory.com/moyt/lex/A/adler-katya-V5.htm		 Katya 	Adler Adler				moyt/lex/A/adler-katya-V5.htm	"{""given-name"": ""Katya"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-sam.htm		Sam Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-sam.htm	1850.0	 Sam 	Adler Adler			Sam Adler Born circa 1868 in Zvenigorodke, Poltava Gubernia, Ukraine.About his youth, nothing is known.Also it isn't known if the name Adler was his real one, or only a pseudonym	yt/lex/A/adler-sam.htm	"{""given-name"": ""Sam"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-sarah.htm		Sarah Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-sarah.htm	1850.0	 Sarah 	Adler Adler		3.0	Sarah Adler (Sarah-Sonya Levitska, Heine-Haimowitz) A.was born in Odessa, Ukraine.Her parents were merchants	yt/lex/A/adler-sarah.htm	"{""given-name"": ""Sarah"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-stella.htm		Stella Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-stella.htm	1850.0	 Stella 	Adler Adler		3.0	Stella Adler A.was born on 10 February 1903 in New York, America.Her parents were the actors Jacob P	yt/lex/A/adler-stella.htm	"{""given-name"": ""Stella"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-yirmeyahu.htm		Yirmeyahu Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-yirmeyahu.htm	1850.0	 Yirmeyahu 	Adler Adler			Yirmeyahu Adler (Goldenberg-Twersky) A.was born on 3 October 1881 in Chernobyl, Ukraine, into the Twerski rabbinic family.His father was a teacher with graduates in the Rabbinut	yt/lex/A/adler-yirmeyahu.htm	"{""given-name"": ""Yirmeyahu"", ""surname"": ""Adler Adler""}"
yt/lex/A/adler-yuzhe.htm		Yuzhe Adler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adler-yuzhe.htm	1850.0	 Yuzhe 	Adler Adler			Yuzhe Adler A.may have come from Hungary.An uncle, [altheym], was a cantor in the Gaster (guest) Synagogue of Bucharest	yt/lex/A/adler-yuzhe.htm	"{""given-name"": ""Yuzhe"", ""surname"": ""Adler Adler""}"
yt/lex/A/adolfi.htm		Adolfi	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/adolfi.htm	1850.0		Adolfi ? Adolfi	Adolfi?		"Adolfi Adolfi had composed a play entitled ""Shtufe far shtufe"", which was performed in 1887.B.Gorin -- ""Di geshikhte fun idishn teater (The History of the Yiddish Theatre)"", New York, (play list)."	yt/lex/A/adolfi.htm	"{""primary-name"": ""Adolfi"", ""alternative-name.1"": ""Adolfi?"", ""surname"": ""Adolfi ? Adolfi""}"
yt/lex/A/afrat-nikolai.htm		Nikolai Afrat	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/afrat-nikolai.htm	1850.0	 Nikolai 	Afrat Afrat			Nikolai Afrat He held a considered place as a Russian theatre critic, handling the theatre as a special art with its own principles.A.started his literary activity as a translator of theatre literature in general and drama especially, etc	yt/lex/A/afrat-nikolai.htm	"{""given-name"": ""Nikolai"", ""surname"": ""Afrat Afrat""}"
yt/lex/A/agid-sam.htm		Sam Agid	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/agid-sam.htm	1850.0	 Sam 	Agid Agid		2.0	Sam Agid A.was born circa 1866 in Grodek, near Lemberg, Eastern Galicia.His father was an innkeeper	yt/lex/A/agid-sam.htm	"{""given-name"": ""Sam"", ""surname"": ""Agid Agid""}"
yt/lex/A/akselrad-meir.htm		Meir Akselrad	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/akselrad-meir.htm	1850.0	 Meir 	Akselrad Akselrad		2.0	Meir Akselrad Born in 1902 in Molodetshna, White Russia, very early, he was attracted to painting.At the age of eighteen, for the firs time, he attended a picture gallery in Smolesk, and there he began to study in the local studio.In 1921 he also participated then by entering into a art high school, were he learned with Vladimir Povarsky, graduating from the institute	yt/lex/A/akselrad-meir.htm	"{""given-name"": ""Meir"", ""surname"": ""Akselrad Akselrad""}"
yt/lex/A/albertson-leo.htm		Leo Albertson	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/albertson-leo.htm	1850.0	 Leo 	Albertson Albertson		2.0	"Leo Albertson (Eliezer Serheyski) A.was born on 14 May 1883 in Oran(y), Vilna region, Polish Lithuania.His father was a ""podriatshik"" in a military camp"	yt/lex/A/albertson-leo.htm	"{""given-name"": ""Leo"", ""surname"": ""Albertson Albertson""}"
yt/lex/A/aleksandrov-aaron.htm		Aaron Aleksandrov	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/aleksandrov-aaron.htm	1850.0	 Aaron 	Aleksandrov Aleksandrov		2.0	Aaron Aleksandrov A.was born in November 1903 in Vilna, Polish Lithuania, into a well-to-do family, in which he also heard the Russian actors Morozov and Aleksandrov.After school he would stage and act in the school productions	yt/lex/A/aleksandrov-aaron.htm	"{""given-name"": ""Aaron"", ""surname"": ""Aleksandrov Aleksandrov""}"
yt/lex/A/aleksandrov-ch.htm		Ch. Aleksandrov	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/aleksandrov-ch.htm	1850.0	 Ch. 	Aleksandrov Aleksandrov			Ch.Aleksandrov (William Miller) A.was born in 1869 in Peterburg, Russia	yt/lex/A/aleksandrov-ch.htm	"{""given-name"": ""Ch."", ""surname"": ""Aleksandrov Aleksandrov""}"
yt/lex/A/alkan-yehoshua.htm		Yehoshua Alkan	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/alkan-yehoshua.htm	1850.0	 Yehoshua 	Alkan Alkan		2.0	Yehoshua Alkan A.was born on 28 January 1895 in Seltz (Syalyets), Grodno Gubernia, Polish Lithuania.his father was a Hebrew teacher., from whom he learned	yt/lex/A/alkan-yehoshua.htm	"{""given-name"": ""Yehoshua"", ""surname"": ""Alkan Alkan""}"
yt/lex/A/alman-shmuel.htm		Shmuel Alman	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/alman-shmuel.htm	1850.0	 Shmuel 	Alman Alman		2.0	"Shmuel Alman Born on 9 August 1877 in Sovolivke (Sobolevka), Podolia Gubernia, Ukraine.Father -- a Chasid, his mother -- the rabbi's daughter, used to write songs in Yiddish which were known in the town, but were not published.He learned in a cheder, sang with cantors as an ""alto"", at age thirteen knew notes, and he began to write synagogal compositions that the local cantor sang"	yt/lex/A/alman-shmuel.htm	"{""given-name"": ""Shmuel"", ""surname"": ""Alman Alman""}"
yt/lex/A/almi-a.htm		A. Almi	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/almi-a.htm	1850.0	 A. 	Almi Almi			A.Almi (Elihu Khayim Sheps) A.was born on 2 August 1892 in Warsaw, Poland, into a family of poor artisans	yt/lex/A/almi-a.htm	"{""given-name"": ""A."", ""surname"": ""Almi Almi""}"
yt/lex/A/alomis-sonia.htm		Sonia Alomis	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/alomis-sonia.htm	1850.0	 Sonia 	Alomis Alomis		3.0	Sonia Alomis (Sonia Lubotski) Born in 1896 in Vilna, Polish Lithuania.Mother -- a restaurant owner.She completed Gurevitsh's gymnasium	yt/lex/A/alomis-sonia.htm	"{""given-name"": ""Sonia"", ""surname"": ""Alomis Alomis""}"
yt/lex/A/alony-sam.htm		Sam Alony	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/alony-sam.htm	1850.0	 Sam 	Alony Alony		2.0	Sam Alony (Shmuel Kopelboym) A.was born in November 1903 in Lemberg, Galicia.His father was a carpenter	yt/lex/A/alony-sam.htm	"{""given-name"": ""Sam"", ""surname"": ""Alony Alony""}"
moyt/lex/A/alperovitsh-isak-V5.htm		Isak Alperovitsh	Laski	https://www.museumoffamilyhistory.com/moyt/lex/A/alperovitsh-isak-V5.htm	1850.0	 Isak 	Alperovitsh Alperovitsh		2.0	Isak Alperovitsh A.was born in 1909 in Minsk, White Russia.He completed the Yiddish theatrical studio of the White Russia State Yiddish Theatre, which was directed by Rafalsky	moyt/lex/A/alperovitsh-isak-V5.htm	"{""given-name"": ""Isak"", ""surname"": ""Alperovitsh Alperovitsh""}"
moyt/lex/A/altboym-sonya-V5.htm		Sonya Altboym	Laski	https://www.museumoffamilyhistory.com/moyt/lex/A/altboym-sonya-V5.htm	1850.0	 Sonya 	Altboym Altboym		3.0	Sonya Altboym (Starodub) According to Jonas Turkow A.came from Grodno, Polish-Lita.She was a teacher in Grodno	moyt/lex/A/altboym-sonya-V5.htm	"{""given-name"": ""Sonya"", ""surname"": ""Altboym Altboym""}"
yt/lex/A/altman-boris.htm		Boris Altman	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/altman-boris.htm	1850.0	 Boris 	Altman Altman		2.0	"Boris Altman He was born in Odessa [?], and there was a singer in the Vienna cellars together with Mendl Abramovitsh, Jacob Katsman, Aaron Tager and Schrage, and when Israel Rozenberg with Spivakovsky were to act in Odessa, he went around with them, later going over to Goldfaden's troupe in Odessa.A.used to call himself ""Bad-goy"" because he was a ""dicker (bargainer)"", and hadn't any Yiddish [oyszen]"	yt/lex/A/altman-boris.htm	"{""given-name"": ""Boris"", ""surname"": ""Altman Altman""}"
yt/lex/A/altman-chaim.htm		Chaim Altman	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/altman-chaim.htm	1850.0	 Chaim 	Altman Altman		2.0	Chaim (Hyman) Altman A.was born on 15 May 1881 in Lisinka, Kiev Gubernia.His father was a colonist and a prayer leader	yt/lex/A/altman-chaim.htm	"{""given-name"": ""Chaim"", ""surname"": ""Altman Altman""}"
yt/lex/A/altman-morris.htm		Morris Altman	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/altman-morris.htm	1850.0	 Morris 	Altman Altman		2.0	Morris Altman He wrote songs during the years 1908-10 for various operettas that were staged.Afterwards he became enamored with the theatre, and he became a life-insurance agent in Detroit.M	yt/lex/A/altman-morris.htm	"{""given-name"": ""Morris"", ""surname"": ""Altman Altman""}"
moyt/lex/A/altman-moshe-V5.htm		Moshe Altman	Laski	https://www.museumoffamilyhistory.com/moyt/lex/A/altman-moshe-V5.htm	1850.0	 Moshe 	Altman Altman		2.0	"Moshe Altman A.acted in the Moscow State Yiddish Theatre ""Fraye kunst."" He especially excelled in Avraham Ṿieṿiorḳa's ""Naftuli Butwin."" As a partisan, together with a group of partisans, he fell in a holding camp of the Nazis in the Crimea.Sh"	moyt/lex/A/altman-moshe-V5.htm	"{""given-name"": ""Moshe"", ""surname"": ""Altman Altman""}"
yt/lex/A/altman-natan.htm	temp_981	Natan Altman	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/altman-natan.htm	1850.0	 Natan 	Altman Altman			"Natan Altman He was born in 1889 in Vinnitsa, Podolia Gubernia, Ukraine.In 1901 he performed in the ""Odeser kinstlerisher shul (Odessa Artistic School)"", and in 1907 returned to Vinnitsa, working there for a time isolated, by himself.In 1910 he went to Paris and there was introduced to a new artistic direction"	yt/lex/A/altman-natan.htm	"{""given-name"": ""Natan"", ""surname"": ""Altman Altman""}"
yt/lex/A/altshuler-leyb.htm		Leyb Altshuler	Laski	https://www.museumoffamilyhistory.com/yt/lex/A/altshuler-leyb.htm	1850.0	 Leyb 	Altshuler Altshuler		2.0	"Leyb Altshuler(Leo) Born on 7 June 1904 in Vilna, Polish Lithuania, into a poor, myu-Chasidic family.Grandfather was a rabbi in Smargon (called ""the Broder Gaon""), and the father, Betsalel Moredchai Altshuler -- one of the prominent Vilna kollel activists.Larned in the best cheders and with his aunt -- secular subjects"	yt/lex/A/altshuler-leyb.htm	"{""given-name"": ""Leyb"", ""surname"": ""Altshuler Altshuler""}"
