	key	id	title	transliterated_name	title_uri
54	1153	moyt/lex/A/amatin-sonya-V5.htm	Sonya Amatin	mtyn sny (shrh gidberg-ievyn)	https://www.museumoffamilyhistory.com/moyt/lex/A/amatin-sonya-V5.htm
55	1154	yt/lex/A/amzel-golde.htm	Golde Amzel	goide (genya shneyder) amzei	https://www.museumoffamilyhistory.com/yt/lex/A/amzel-golde.htm
56	1155	moyt/lex/A/amzel-wolf-V5.htm	Wolf Amzel	voif amzei	https://www.museumoffamilyhistory.com/moyt/lex/A/amzel-wolf-V5.htm
57	1156	yt/lex/A/aniela.htm	Aniela	nyei (khnh kmpaneyets-poiyakov)	https://www.museumoffamilyhistory.com/yt/lex/A/aniela.htm
58	1158	yt/lex/A/ankhi-z-i.htm	Z.I. Ankhi	z y (zimn ytskhk aronson) nkhy	https://www.museumoffamilyhistory.com/yt/lex/A/ankhi-z-i.htm
59	1159	yt/lex/A/an-ski-s.htm	S. An-ski	sh (shimh-zanvi rapoport) an-sky	https://www.museumoffamilyhistory.com/yt/lex/A/an-ski-s.htm
60	1162	yt/lex/A/apotheker-david.htm	David Apotheker	dud apotheker	https://www.museumoffamilyhistory.com/yt/lex/A/apotheker-david.htm
61	1163	yt/lex/A/appel-anna.htm	Anna Appel	anna (verkovytsh) apei	https://www.museumoffamilyhistory.com/yt/lex/A/appel-anna.htm
62	1164	yt/lex/A/appel-isadore.htm	Isadore Appel	yzydor (yapko) apei	https://www.museumoffamilyhistory.com/yt/lex/A/appel-isadore.htm
63	1165	yt/lex/A/appel-morris.htm	Morris Appel	morys (apeioyg) apei	https://www.museumoffamilyhistory.com/yt/lex/A/appel-morris.htm
64	1166	yt/lex/A/appelbaum-misha.htm	Misha Appelbaum	mysha apeivoym	https://www.museumoffamilyhistory.com/yt/lex/A/appelbaum-misha.htm
65	1167	yt/lex/A/appelbaum-rosalia.htm	Rosalia Appelbaum	(sheyne rkhi veynshteyn)apeivoym rziy	https://www.museumoffamilyhistory.com/yt/lex/A/appelbaum-rosalia.htm
66	1168	yt/lex/A/apteiker-sofia.htm	Sofia Apteiker	soy (shrh reynd) apteyker	https://www.museumoffamilyhistory.com/yt/lex/A/apteiker-sofia.htm
67	1169	yt/lex/A/arco-fritzi.htm	Fritzi Arco	rytsy arko	https://www.museumoffamilyhistory.com/yt/lex/A/arco-fritzi.htm
68	1170	yt/lex/A/arco-isaac.htm	Isaac Arco	ysak arko	https://www.museumoffamilyhistory.com/yt/lex/A/arco-isaac.htm
69	1171	yt/lex/A/arco-itzhak.htm	Itzhak Arco	ytskhk rk	https://www.museumoffamilyhistory.com/yt/lex/A/arco-itzhak.htm
70	1172	yt/lex/A/arco-manya.htm	Manya Arco	manye (yshzon) arko	https://www.museumoffamilyhistory.com/yt/lex/A/arco-manya.htm
71	1173	moyt/lex/A/ariel-khayim-david-V5.htm	Khayim David Ariel	kheym-dud aryei	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-khayim-david-V5.htm
72	1174	moyt/lex/A/ariel-rukhl-V5.htm	Rukhl Ariel	rkhi ryei	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-rukhl-V5.htm
73	1175	moyt/lex/A/ariel-sonia-V5.htm	Sonia Ariel	sonya aryei (bezman)	https://www.museumoffamilyhistory.com/moyt/lex/A/ariel-sonia-V5.htm
74	1176	yt/lex/A/arnon-miriam.htm	Miriam Arnon	mrym (manye morguiys) arnon	https://www.museumoffamilyhistory.com/yt/lex/A/arnon-miriam.htm
75	1177	yt/lex/A/arnstein-mark.htm	Mark Arnstein	mrk arnshteyn (andzhey mark)	https://www.museumoffamilyhistory.com/yt/lex/A/arnstein-mark.htm
76	1178	yt/lex/A/arnstein-rose.htm	Rose Arnstein	roze rnshteyn	https://www.museumoffamilyhistory.com/yt/lex/A/arnstein-rose.htm
77	1179	yt/lex/A/aronchik-yudes.htm	Yudes Aronchik	yudes arontshyk	https://www.museumoffamilyhistory.com/yt/lex/A/aronchik-yudes.htm
78	1180	yt/lex/A/arones-feivl.htm	Feivl Arones	eyvi arones	https://www.museumoffamilyhistory.com/yt/lex/A/arones-feivl.htm
79	1181	yt/lex/A/aronovitsh-herman.htm	Herman Aronovitsh	herman aronovytsh	https://www.museumoffamilyhistory.com/yt/lex/A/aronovitsh-herman.htm
80	1182	yt/lex/A/aronson-borukh.htm	Borukh Aronson	vrukh aronson	https://www.museumoffamilyhistory.com/yt/lex/A/aronson-borukh.htm
81	1183	yt/lex/A/asch-sholem.htm	Sholem Asch	shium ash	https://www.museumoffamilyhistory.com/yt/lex/A/asch-sholem.htm
82	1184	yt/lex/A/aschkenazy-izidor.htm	Izidor Aschkenazy	yzydor (eyzyk) shkhnzy	https://www.museumoffamilyhistory.com/yt/lex/A/aschkenazy-izidor.htm
83	1185	moyt/lex/A/ash-avraham-V5.htm	Avraham Ash	brhm ash (brhm verbukh)	https://www.museumoffamilyhistory.com/moyt/lex/A/ash-avraham-V5.htm
84	1186	yt/lex/A/ash-khayele.htm	Khayele Ash	khyhie ash	https://www.museumoffamilyhistory.com/yt/lex/A/ash-khayele.htm
85	1188	yt/lex/A/ashkenazy-mira.htm	Mira Ashkenazy	myre shkhnzy	https://www.museumoffamilyhistory.com/yt/lex/A/ashkenazy-mira.htm
86	1189	yt/lex/A/ashkenazy-tsile.htm	Tsile Ashkenazy	tsyie (eer) shkhnzy	https://www.museumoffamilyhistory.com/yt/lex/A/ashkenazy-tsile.htm
87	1190	moyt/lex/A/ass-boruch-V5.htm	Boruch Ass	vrukh as	https://www.museumoffamilyhistory.com/moyt/lex/A/ass-boruch-V5.htm
88	1191	moyt/lex/A/astrovsky-kh-V5.htm	Kh. Astrovsky	kh ostrovsky	https://www.museumoffamilyhistory.com/moyt/lex/A/astrovsky-kh-V5.htm
89	1192	yt/lex/A/atlas-jennie.htm	Jennie Atlas	dzheny atias	https://www.museumoffamilyhistory.com/yt/lex/A/atlas-jennie.htm
90	1193	yt/lex/A/auerbach-boris.htm	Boris Auerbach	vorys (bn-tsyun) oyervakh	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-boris.htm
91	1194	yt/lex/A/auerbach-ephraim.htm	Ephraim Auerbach	rym oyervakh	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-ephraim.htm
92	1195	yt/lex/A/auerbach-isaac.htm	Isaac Auerbach	ytskhk oyervakh	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-isaac.htm
93	1196	yt/lex/A/auerbach-s.htm	S. Auerbach	s oyervakh	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-s.htm
94	1197	yt/lex/A/auerbach-sam.htm	Sam Auerbach	sem oyervakh	https://www.museumoffamilyhistory.com/yt/lex/A/auerbach-sam.htm
95	1198	yt/lex/A/augenblick-annie.htm	Annie Augenblick	eny (khnh soyver) oygenviyk	https://www.museumoffamilyhistory.com/yt/lex/A/augenblick-annie.htm
96	1199	yt/lex/A/augenblik-philip.htm	Philip Augenblik	yiyp oygenviyk	https://www.museumoffamilyhistory.com/yt/lex/A/augenblik-philip.htm
97	1200	yt/lex/A/auslander-nahum.htm	Nahum Auslander	nkhum oysiender	https://www.museumoffamilyhistory.com/yt/lex/A/auslander-nahum.htm
98	1203	yt/lex/A/axelrad-aneta.htm	Aneta Axelrad	aneta (prener) akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-aneta.htm
99	1204	yt/lex/A/axelrad-avraham.htm	Avraham Axelrad	brhm (brhm ytskhk) akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-avraham.htm
100	1205	yt/lex/A/axelrad-minnie.htm	Minnie Axelrad	myna (vieykhman) akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-minnie.htm
101	1206	yt/lex/A/axelrad-morris.htm	Morris Axelrad	morys (meyr) akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-morris.htm
102	980	yt/lex/A/axelrad-rosa.htm	Rosa Axelrad	roz akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-rosa.htm
103	1207	yt/lex/A/axelrad-rukhl.htm	Rukhl Axelrad	rkhi (kohut) akseird	https://www.museumoffamilyhistory.com/yt/lex/A/axelrad-rukhl.htm
104	1208	yt/lex/A/ayzikovitsh-nathan.htm	Nathan Ayzikovitsh	neyten (nte) eyzykovytsh	https://www.museumoffamilyhistory.com/yt/lex/A/ayzikovitsh-nathan.htm
105	1209	yt/lex/A/azro-alexander.htm	Alexander Azro	aieksander (oriyuk) zra	https://www.museumoffamilyhistory.com/yt/lex/A/azro-alexander.htm
106	1211	yt/lex/B/bachelis-rose-shomer.htm	Rose Shomer Bachelis	roze shomer-batsheies	https://www.museumoffamilyhistory.com/yt/lex/B/bachelis-rose-shomer.htm
107	1212	yt/lex/B/badanes-ida-dr.htm	Ida Badanes	eyd vadanes	https://www.museumoffamilyhistory.com/yt/lex/B/badanes-ida-dr.htm
108	1213	yt/lex/B/bader-gershom.htm	Gershom Bader	grshm voder	https://www.museumoffamilyhistory.com/yt/lex/B/bader-gershom.htm
109	1214	moyt/lex/B/bader-simcha-V5.htm	Simcha Bader	shmkhh (nyedzhevyetsky) vder	https://www.museumoffamilyhistory.com/moyt/lex/B/bader-simcha-V5.htm
110	1215	yt/lex/B/badin-max.htm	Max Badin	maks (muny vadyon) vadyn	https://www.museumoffamilyhistory.com/yt/lex/B/badin-max.htm
111	1216	yt/lex/B/badkhan-shlomo.htm	Shlomo Badkhan	shimh (beiioy) vdkhn	https://www.museumoffamilyhistory.com/yt/lex/B/badkhan-shlomo.htm
112	1219	yt/lex/B/baker-belle.htm	Belle Baker	vei veyker	https://www.museumoffamilyhistory.com/yt/lex/B/baker-belle.htm
113	1220	moyt/lex/B/balbirski-hirsh-V5.htm	Hirsh Balbirski	hersh boibyrsky 	https://www.museumoffamilyhistory.com/moyt/lex/B/balbirski-hirsh-V5.htm
114	1221	yt/lex/B/bankov-misha.htm	Misha Bankov	myshe vankov	https://www.museumoffamilyhistory.com/yt/lex/B/bankov-misha.htm
115	1222	yt/lex/B/bankov-yankev.htm	Yankev Bankov	yankev vannkov	https://www.museumoffamilyhistory.com/yt/lex/B/bankov-yankev.htm
116	1223	yt/lex/B/baratov-ben-tsvi.htm	Ben-Tsvi Baratov	vn-tsby (pavei vrener) varotov	https://www.museumoffamilyhistory.com/yt/lex/B/baratov-ben-tsvi.htm
117	1224	yt/lex/B/baratz-david.htm	David Baratz	dud varats	https://www.museumoffamilyhistory.com/yt/lex/B/baratz-david.htm
118	1226	yt/lex/B/barber-sh.htm	Sh. Barber	sh (shmui verver) varver	https://www.museumoffamilyhistory.com/yt/lex/B/barber-sh.htm
119	1227	yt/lex/B/barondess-joseph.htm	Joseph Barondess	yusf varondes	https://www.museumoffamilyhistory.com/yt/lex/B/barondess-joseph.htm
120	1228	yt/lex/B/barsel-avraham.htm	Avraham Barsel	brhm varsei	https://www.museumoffamilyhistory.com/yt/lex/B/barsel-avraham.htm
121	1229	moyt/lex/B/barska-fisher-liza-V5.htm	Liza Barska-Fisher	iyz vrsk-ysher	https://www.museumoffamilyhistory.com/moyt/lex/B/barska-fisher-liza-V5.htm
122	746	yt/lex/B/barski-israel.htm	Israel Barski	yshri varsky	https://www.museumoffamilyhistory.com/yt/lex/B/barski-israel.htm
123	1230	yt/lex/B/barzell-wolfe.htm	Wolfe Barzell	voif varzei	https://www.museumoffamilyhistory.com/yt/lex/B/barzell-wolfe.htm
124	1231	yt/lex/B/basenko-ben.htm	Ben Basenko	ven vasenko	https://www.museumoffamilyhistory.com/yt/lex/B/basenko-ben.htm
125	1232	moyt/lex/B/basin-misha-V5.htm	Misha Basin	myshe vsyn	https://www.museumoffamilyhistory.com/moyt/lex/B/basin-misha-V5.htm
126	1233	yt/lex/B/baslavsky-avraham.htm	Avraham Baslavsky	brhm vasiavsky	https://www.museumoffamilyhistory.com/yt/lex/B/baslavsky-avraham.htm
127	1234	moyt/lex/B/bastomski-aaron-V5.htm	Aaron Bastomski	hrn vastmsky	https://www.museumoffamilyhistory.com/moyt/lex/B/bastomski-aaron-V5.htm
128	728	yt/lex/B/baum-abraham.htm	Abraham Baum	brhm voym	https://www.museumoffamilyhistory.com/yt/lex/B/baum-abraham.htm
129	1236	yt/lex/B/becker-rosa-V7.htm	Rosa Becker	roz (zyivert) veker	https://www.museumoffamilyhistory.com/yt/lex/B/becker-rosa-V7.htm
130	1238	yt/lex/B/beckerman-berish.htm	Berish Beckerman	verysh vekerman	https://www.museumoffamilyhistory.com/yt/lex/B/beckerman-berish.htm
131	1239	moyt/lex/B/beigelman-david-V5.htm	David Beigelman	dud beygiman	https://www.museumoffamilyhistory.com/moyt/lex/B/beigelman-david-V5.htm
132	1240	yt/lex/B/beilinson-moses-eliezer.htm	Moses Eliezer Beilinson	mshh-iyezr (veyiynson) veiynson	https://www.museumoffamilyhistory.com/yt/lex/B/beilinson-moses-eliezer.htm
133	1241	yt/lex/B/bekerman-simeon.htm	Simeon Bekerman	shmeun vekerman	https://www.museumoffamilyhistory.com/yt/lex/B/bekerman-simeon.htm
134	1242	yt/lex/B/bekler-max.htm	Max Bekler	maks vekier	https://www.museumoffamilyhistory.com/yt/lex/B/bekler-max.htm
135	1243	yt/lex/B/belavsky-morris.htm	Morris Belavsky	mrys vyeivsky	https://www.museumoffamilyhistory.com/yt/lex/B/belavsky-morris.htm
136	1244	moyt/lex/B/belegolovska-anna-V5.htm	Anna Belegolovska	anna (khnh) veigivska	https://www.museumoffamilyhistory.com/moyt/lex/B/belegolovska-anna-V5.htm
137	1245	moyt/lex/B/belezavski-nachum-V5.htm	Nachum Belezavski	nkhum vazeiynsky	https://www.museumoffamilyhistory.com/moyt/lex/B/belezavski-nachum-V5.htm
138	1248	yt/lex/B/bellarina-bella.htm	Bella Bellarina	vei (ruvyniykht) veieryn	https://www.museumoffamilyhistory.com/yt/lex/B/bellarina-bella.htm
139	1250	yt/lex/B/belzer-yasha.htm	Yasha Belzer	yasha (yekb veier) veitser	https://www.museumoffamilyhistory.com/yt/lex/B/belzer-yasha.htm
140	877	yt/lex/B/belzer-yudl.htm	Yudl Belzer	yudi (spyvak) veizer	https://www.museumoffamilyhistory.com/yt/lex/B/belzer-yudl.htm
141	1251	yt/lex/B/ben-ali.htm	Ben-Ali	vn-iy (matyas grynverg)	https://www.museumoffamilyhistory.com/yt/lex/B/ben-ali.htm
142	1252	yt/lex/B/ben-ami-jacob.htm	Jacob Ben-Ami	yekb (shtshyryn) vn-emy	https://www.museumoffamilyhistory.com/yt/lex/B/ben-ami-jacob.htm
143	1254	yt/lex/B/ben-gur-aa.htm	A.A. Ben-Gur	  (hrn hurvytsh) vn-gur	https://www.museumoffamilyhistory.com/yt/lex/B/ben-gur-aa.htm
144	1256	yt/lex/B/benzion-benedict-dr.htm	Benedict Benzion	vendedykt dr vn-tsyun	https://www.museumoffamilyhistory.com/yt/lex/B/benzion-benedict-dr.htm
145	1259	yt/lex/B/berdichevsky-micha-josef.htm	Micha Josef Berdichevsky	mykhh yusf verdytshevsky	https://www.museumoffamilyhistory.com/yt/lex/B/berdichevsky-micha-josef.htm
146	1262	yt/lex/B/berg-rudolf.htm	Rudolf Berg	rudoif (zyiberberg) verg	https://www.museumoffamilyhistory.com/yt/lex/B/berg-rudolf.htm
147	1263	yt/lex/B/bergelson-david.htm	David Bergelson	dud vergeison	https://www.museumoffamilyhistory.com/yt/lex/B/bergelson-david.htm
148	1264	yt/lex/B/berger-leon.htm	Leon Berger	ieon verger	https://www.museumoffamilyhistory.com/yt/lex/B/berger-leon.htm
149	1265	yt/lex/B/berger-rachelle.htm	Rachelle Berger	rshi berger	https://www.museumoffamilyhistory.com/yt/lex/B/berger-rachelle.htm
150	1266	yt/lex/B/bergman-itsik-mendl.htm	Itsik Mendl Bergman	ytsyk-mendi vergman	https://www.museumoffamilyhistory.com/yt/lex/B/bergman-itsik-mendl.htm
151	1267	yt/lex/B/bergman-simcha.htm	Simcha Bergman	shmkhh vergman	https://www.museumoffamilyhistory.com/yt/lex/B/bergman-simcha.htm
152	1268	moyt/lex/B/bergolski-yakov-V5.htm	Yakov Bergolski	yekb (ysh) bergoisky (goidberg)	https://www.museumoffamilyhistory.com/moyt/lex/B/bergolski-yakov-V5.htm
153	1269	yt/lex/B/bergreen-jacob.htm	Jacob Bergreen	yekb (grynberg) vergryn	https://www.museumoffamilyhistory.com/yt/lex/B/bergreen-jacob.htm
154	795	yt/lex/B/berkovitsh-avraham.htm	Avraham Berkovitsh	brhm verkavytsh	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-avraham.htm
155	1270	yt/lex/B/berkovitsh-leyzer.htm	Leyzer Berkovitsh	ieyzer verkovytsh	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-leyzer.htm
156	1271	yt/lex/B/berkovitsh-sarah.htm	Sarah Berkovitsh	shrh verkovytsh	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-sarah.htm
157	1273	yt/lex/B/berkovitsh-yosef.htm	Yosef Berkovitsh	yusf (yuzhbu) verkovytsh	https://www.museumoffamilyhistory.com/yt/lex/B/berkovitsh-yosef.htm
158	1274	yt/lex/B/berkovska-ida.htm	Ida Berkovska	yda verkovska	https://www.museumoffamilyhistory.com/yt/lex/B/berkovska-ida.htm
159	1275	yt/lex/B/berkowitz-yitzhak-dov.htm	Yitzhak Dov Berkowitz	ytskhk-dub verkovytsh	https://www.museumoffamilyhistory.com/yt/lex/B/berkowitz-yitzhak-dov.htm
160	1276	yt/lex/B/berlewi-henryk.htm	Henryk Berlewi	henryk verievy	https://www.museumoffamilyhistory.com/yt/lex/B/berlewi-henryk.htm
161	1277	moyt/lex/B/berman-adolf-V5.htm	Adolf Berman	adoif berman	https://www.museumoffamilyhistory.com/moyt/lex/B/berman-adolf-V5.htm
162	1278	yt/lex/B/berman-henry.htm	Henry Berman	henry (henekh veyiy) verman	https://www.museumoffamilyhistory.com/yt/lex/B/berman-henry.htm
163	1279	yt/lex/B/berman-herman.htm	Herman Berman	hermn vermn	https://www.museumoffamilyhistory.com/yt/lex/B/berman-herman.htm
164	1280	yt/lex/B/bern-mina.htm	Mina Bern	myna vern	https://www.museumoffamilyhistory.com/yt/lex/B/bern-mina.htm
165	1282	yt/lex/B/bernardi-berel.htm	Berel Bernardi	veri (top) vernard	https://www.museumoffamilyhistory.com/yt/lex/B/bernardi-berel.htm
166	1283	yt/lex/B/bernardi-helen.htm	Helen Bernardi	heien (impei -- topf) vernardy	https://www.museumoffamilyhistory.com/yt/lex/B/bernardi-helen.htm
167	859	yt/lex/B/bernstein-berl.htm	Berl Bernstein	veri (vurshtyn) vernshteyn	https://www.museumoffamilyhistory.com/yt/lex/B/bernstein-berl.htm
168	1285	yt/lex/B/bertanov-yehoshua.htm	Yehoshua Bertanov	yhushe (vyrtun) vertanov	https://www.museumoffamilyhistory.com/yt/lex/B/bertanov-yehoshua.htm
169	1286	yt/lex/B/besarabov-misha.htm	Misha Besarabov	myshe (yteison) vesaravov	https://www.museumoffamilyhistory.com/yt/lex/B/besarabov-misha.htm
