start,id,lon,geo_id,geowkt,lat,title,geo_source,title_source,name_parts
1850,temp_1021,,,,,פערנאַנדאָ אַלעסקאָ,,Zylbercweig Lexicon,"{""primary-name"": ""פערנאַנדאָ"", ""surname"": ""אלעסקאָ""}"
1850,temp_1031,,,,,אהרן אָלעקסאַנדראָוו,,Zylbercweig Lexicon,"{""given-name"": ""אהרן"", ""surname"": ""אָלעקסאַנדרוול""}"
1850,temp_1041,,,,,ח. (וויליאַם מילער) אָלעקסאַנדראָוו,,Zylbercweig Lexicon,"{""given-name"": ""וויליאַם"", ""alternative-name"": ""מילער"", ""surname"": ""אָלעקסאַנדראָוו"", ""salutation"": ""ח.""}"
1850,temp_1051,,,,,איסאַק אַלפּעראָוויטש,,Zylbercweig Lexicon,"{""given-name"": ""איסאַק"", ""surname"": ""אַלפּעראָוויטש""}"
1850,temp_1061,,,,,י. (יהושע עלקין) אַלקאָן,,Zylbercweig Lexicon,"{""given-name"": ""יהושע"", ""alternative-name"": ""עלקין"", ""acronym"": ""י.""}"
1850,temp_1071,,,,,יהושע אַלקאַן,,Zylbercweig Lexicon,"{""given-name"": ""יהושע"", ""surname"": ""אַלקאַן""}"
1850,temp_1081,,,,,אומע (פרומע) אָלקעניצקי,,Zylbercweig Lexicon,"{""given-name"": ""אומע"", ""alternative-name"": ""פרומע"", ""surname"": ""אָלקענהיצקי""}"
1850,temp_1091,,,,,אַלעקסאַנדער (יהושע) אָלשאַנעצקי,,Zylbercweig Lexicon,"{""given-name"": ""אַלעקסאַנדער"", ""alternative-name"": ""יהושע"", ""surname"": ""אָלשאַנעצקי""}"
1850,temp_1101,,,,,פּעטער (פּסח גאָלדבּערג) אַמאַטין,,Zylbercweig Lexicon,"{""primary-name"": ""גאָלדבּערג"", ""given-name"": ""פּסח"", ""alternative-name"": ""פּעטער"", ""surname"": ""אַמאַטין""}"
1850,temp_1111,,,,,אַלעקס (אַלעקסאַנדער) אַמאַסיאַ,,Zylbercweig Lexicon,"{""given-name"": ""אַלעקס"", ""alternative-name"": ""אַלעקסאַנדער"", ""surname"": ""אַמאַסיאַ""}"
1850,temp_1121,,,,,הערש אַמאַסיאַ,,Zylbercweig Lexicon,"{""primary-name"": ""הערש אַמאַסיאַ""}"
1850,temp_1131,,,,,גאָלדע (געניאַ שניידער) אַמזעל,,Zylbercweig Lexicon,"{""given-name"": ""גאָלדע"", ""alternative-name"": ""געניאַ"", ""surname"": ""שניידער"", ""patronymic"": ""אַמזעל""}"
1850,temp_1151,,,,,אניעלא (חנה קאמפּאַנעיעץ-פּאָליאַקאָוו),,Zylbercweig Lexicon,"{""given-name"": ""חנה"", ""alternative-name"": ""אניעלא"", ""surname"": ""קאמפּאַנעיעץ-פּאָליאַקאָוו""}"
1850,temp_1161,,,,,ז. י. (זלמן יצחק אַראָנסאָן) אנכי,,Zylbercweig Lexicon,"{""given-name"": ""זלמן"", ""middle-name"": ""יצחק"", ""surname"": ""אַראָנסאָן"", ""acronym"": ""ז. י."", ""appellation"": ""אנכי""}"
1850,temp_1171,,,,,ש. (שלמה-זאַנוול ראַפּאָפּאָרט) אַנ-סקי,,Zylbercweig Lexicon,"{""primary-name"": ""אַנ-סקי"", ""given-name"": ""שלמה"", ""alternative-name"": ""זאַנוול"", ""surname"": ""ראַפּאָפּערט"", ""acronym"": ""ש.""}"
1850,temp_1191,,,,,בּרוך אַס,,Zylbercweig Lexicon,"{""given-name"": ""ברוך"", ""surname"": ""אַס""}"
1850,temp_1201,,,,,חיים אָסטראָווסקי,,Zylbercweig Lexicon,"{""given-name"": ""חיים"", ""surname"": ""אָסטראָווסקי""}"
1850,temp_1211,,,,,כ. אָסטראָווסקי,,Zylbercweig Lexicon,"{""given-name"": ""כ."", ""surname"": ""אסטראָווסקי""}"
1850,temp_1221,,,,,סעם (שמואל) אָסטראָווסקי,,Zylbercweig Lexicon,"{""primary-name"": ""אָסטראָווסקי"", ""given-name"": ""שמואל"", ""alternative-name"": ""סעם""}"
1850,temp_1231,,,,,אָסקאַר (יהושע אָסטריצקי) אַסטראָף,,Zylbercweig Lexicon,"{""given-name"": ""יהושע"", ""alternative-name"": ""אָסקאַר"", ""surname"": ""אַסטרֹף"", ""patronymic"": ""אָסטריצקי""}"
1850,temp_1241,,,,,הערשעלע אָסטראָפּאָלער,,Zylbercweig Lexicon,"{""given-name"": ""הערשעלע"", ""nisba"": ""אָסטראָפּאָלער""}"
1850,temp_1251,,,,,יוליוס (אייזענבעט) אָסקאַר,,Zylbercweig Lexicon,"{""primary-name"": ""יוליוס"", ""alternative-name"": ""אייזענבעט"", ""surname"": ""אָסקאַר""}"
1850,temp_1261,,,,,יוסף (יוסף אָפּאַטאָווסקי) אָפּאטאַשו,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""alternative-name"": ""יוסף"", ""surname"": ""אָפּאַטאָווסקי"", ""nisba"": ""אָפּאטאַשו""}"
1850,temp_1271,,,,,דוד אַפּאָטהעקער,,Zylbercweig Lexicon,"{""given-name"": ""דוד"", ""surname"": ""אַפּאָטהעקער""}"
1850,temp_1281,,,,,סאָפיא (שרה פריינד) אַפּטייקער,,Zylbercweig Lexicon,"{""given-name"": ""שרה"", ""alternative-name"": ""סאָפיא"", ""surname"": ""אַפּטייקער""}"
1850,temp_1291,,,,,איזידאָר (יאַפּקאָ) אַפּעל,,Zylbercweig Lexicon,"{""primary-name"": ""אַפעל"", ""given-name"": ""איזידאָר"", ""alternative-name"": ""יאפּקאָ""}"
1850,temp_1301,,,,,אַננאַ (בּערקאָוויטש) אַפּעל,,Zylbercweig Lexicon,"{""given-name"": ""אַננאַ"", ""alternative-name"": ""בּערקאָוויטש"", ""surname"": ""אָפּעל""}"
1850,temp_1311,,,,,מאָריס (אַפּעלאויג) אַפּעל,,Zylbercweig Lexicon,"{""given-name"": ""מאָריס"", ""alternative-name"": ""אַפּעלאויג"", ""surname"": ""אַפּעל""}"
1850,temp_1321,,,,,מישאַ אַפּעלבּוים,,Zylbercweig Lexicon,"{""given-name"": ""מישאַ"", ""surname"": ""אַפּעלבּוים""}"
1850,temp_1331,,,,,(שיינע רחל וויינשטיין),,Zylbercweig Lexicon,"{""given-name"": ""רחל"", ""alternative-name"": ""שיינע"", ""surname"": ""וויינשטיין""}"
1850,temp_1341,,,,,פּעלינאַ (פּערל) אָפפערמאַן,,Zylbercweig Lexicon,"{""given-name"": ""פעלינאַ"", ""alternative-name"": ""פּערל"", ""surname"": ""אָפפערמאַן""}"
1850,temp_1351,,,,,ניקאָליי אפרת,,Zylbercweig Lexicon,"{""primary-name"": ""ניקòlיי"", ""surname"": ""אפרת""}"
1850,temp_1361,,,,,אברהם (אברהם יצחק) אַקסעלראד,,Zylbercweig Lexicon,"{""primary-name"": ""אברהם"", ""given-name"": ""אברהם"", ""alternative-name"": ""אברהם יצחק"", ""surname"": ""אאַקסלראד""}"
1850,temp_1371,,,,,אַנעטאַ (פּרענער) אַקסעלראד,,Zylbercweig Lexicon,"{""given-name"": ""אַנעטאַ"", ""alternative-name"": ""פּרענער"", ""surname"": ""אַקסעלראד""}"
1850,temp_1381,,,,,מאָריס (מעיר) אַקסעלראד,,Zylbercweig Lexicon,"{""given-name"": ""מאָריס"", ""alternative-name"": ""מעיר"", ""surname"": ""אַקסעלראד""}"
1850,temp_1391,,,,,מינאַ (בּלייכמאַן) אַקסעלראד,,Zylbercweig Lexicon,"{""given-name"": ""מינאַ"", ""alternative-name"": ""בלייכמאַן"", ""surname"": ""אַקסעלראד""}"
1850,temp_1401,,,,,ראָזא אַקסעלראד,,Zylbercweig Lexicon,"{""given-name"": ""ראָזא"", ""surname"": ""אַקסעלראד""}"
1850,temp_1411,,,,,רחל (קאָהוט) אַקסעלראד,,Zylbercweig Lexicon,"{""given-name"": ""רחל"", ""alternative-name"": ""קאָהוט"", ""surname"": ""אַקסעלראד""}"
1850,temp_1421,,,,,ישראל אַקסענפעלד,,Zylbercweig Lexicon,"{""given-name"": ""ישראל"", ""surname"": ""אַקסענפעלד""}"
1850,temp_1431,,,,,הערמאַן אַראָנאָוויטש,,Zylbercweig Lexicon,"{""primary-name"": ""הערמאַן"", ""surname"": ""אַראָנאָוויטש""}"
1850,temp_1441,,,,,יודעס אַראָנטשיק,,Zylbercweig Lexicon,"{""primary-name"": ""יודעס אַראָנטשיק"", ""given-name"": ""יודעס"", ""surname"": ""אַראָנטשיק""}"
1850,temp_1451,,,,,בּרוך אַראָנסאָן,,Zylbercweig Lexicon,"{""given-name"": ""ברוך"", ""surname"": ""אַראָנסאָן""}"
1850,temp_1461,,,,,פייוול אַראָנעס,,Zylbercweig Lexicon,"{""primary-name"": ""פייוול אַראָנעס"", ""given-name"": ""פייוול"", ""surname"": ""אַראָנעס""}"
1850,temp_1471,,,,,אסתר (סניעגאָוו) אָרזשעווסקאַיאַ,,Zylbercweig Lexicon,"{""primary-name"": ""אסתר"", ""alternative-name"": ""סניעגאָוו"", ""surname"": ""אָרזשעווסקאַיאַ""}"
1850,temp_1481,,,,,שמעון אָרליוק,,Zylbercweig Lexicon,"{""given-name"": ""שמעון"", ""surname"": ""אָרליוק""}"
1850,temp_1491,,,,,אַרנאָלד (א. גינזבּורג),,Zylbercweig Lexicon,"{""given-name"": ""אַרנאָלד"", ""alternative-name"": ""א. גינזבּורג""}"
1850,temp_1501,,,,,מרים (מאַניע מאָרגוליס) אַרנאָן,,Zylbercweig Lexicon,"{""given-name"": ""מרים"", ""alternative-name"": ""מאַניע"", ""surname"": ""אַרנאָן""}"
1850,temp_1511,,,,,ראָזע ארנשטיין,,Zylbercweig Lexicon,"{""given-name"": ""ראָזע"", ""surname"": ""ארנשטיין""}"
1850,temp_1521,,,,,(אָרען) יוסף אָרענשטיין,,Zylbercweig Lexicon,"{""given-name"": ""יוסף"", ""alternative-name"": ""אָרען"", ""surname"": ""אָרענשטיין""}"
1850,temp_1531,,,,,איסאַק אַרקאָ,,Zylbercweig Lexicon,"{""primary-name"": ""איסאַק אַרקאָ"", ""given-name"": ""איסאַק"", ""surname"": ""אַרקאָ""}"
1850,temp_1541,,,,,יצחק ארקא,,Zylbercweig Lexicon,"{""given-name"": ""יצחק"", ""surname"": ""ארקא""}"
